rider_id,home_city,service_zone,zone_group,vehicle_type,service_status,max_service_radius_km,shift_type,onboarding_date,record_updated_at
QBD00188,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,7.0,EVENING,2021-08-03,2026-03-04T16:36:00
QBD00189,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,TEMPORARILY_PAUSED,4.6,EVENING,2022-03-24,2026-03-12T19:55:00
QBD00190,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,ACTIVE,9.7,FLEX,2020-01-27,2026-03-07T03:20:00
QBD00191,Hyderabad,HYD_HITECH_CITY,WEST,E_BIKE,ACTIVE,4.0,MORNING,2025-04-07,2026-03-08T16:35:00
QBD00192,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,9.6,EVENING,2024-05-16,2026-03-30T10:37:00
QBD00193,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,8.1,FLEX,2025-07-07,2026-03-29T09:29:00
QBD00194,Bengaluru,BLR_JAYANAGAR,SOUTH,E_BIKE,ACTIVE,10.2,EVENING,2025-01-30,2026-03-10T13:53:00
QBD00195,Bengaluru,BLR_JAYANAGAR,SOUTH,E_BIKE,TEMPORARILY_PAUSED,8.5,MORNING,2023-01-25,2026-03-03T22:26:00
QBD00196,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,10.7,EVENING,2025-05-16,2026-03-04T13:04:00
QBD00197,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,12.0,EVENING,2021-06-29,2026-03-10T19:32:00
QBD00198,Pune,PUN_KOTHRUD,WEST,BICYCLE,TEMPORARILY_PAUSED,10.4,FLEX,2023-04-13,2026-03-27T16:43:00
QBD00199,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,4.6,EVENING,2023-11-17,2026-03-04T05:18:00
QBD00200,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,BICYCLE,ACTIVE,5.2,EVENING,2024-02-11,2026-03-02T12:05:00
QBD00201,Bengaluru,BLR_KORAMANGALA,SOUTH,SCOOTER,ACTIVE,6.9,EVENING,2020-09-01,2026-03-13T20:58:00
QBD00202,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,TEMPORARILY_PAUSED,10.1,EVENING,2024-06-29,2026-03-27T18:03:00
QBD00203,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,5.9,FLEX,2022-03-14,2026-03-15T15:53:00
QBD00204,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,TEMPORARILY_PAUSED,10.3,MORNING,2025-04-10,2026-03-29T21:45:00
QBD00205,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,5.4,FLEX,2024-03-05,2026-03-28T18:38:00
QBD00206,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,12.1,FLEX,2022-12-06,2026-03-31T01:57:00
QBD00207,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,10.7,EVENING,2025-08-16,2026-03-27T05:06:00
QBD00208,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,12.7,EVENING,2022-02-25,2026-03-10T22:18:00
QBD00209,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,ACTIVE,9.9,FLEX,2025-10-04,2026-03-25T09:52:00
QBD00210,Pune,PUN_BANER,NORTH,SCOOTER,ACTIVE,5.5,FLEX,2022-09-09,2026-03-02T18:24:00
QBD00211,Bengaluru,BLR_WHITEFIELD,EAST,BICYCLE,ACTIVE,5.8,MORNING,2022-02-26,2026-03-17T22:19:00
QBD00212,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,9.9,EVENING,2023-12-12,2026-03-28T10:12:00
QBD00213,Pune,PUN_HINJAWADI,WEST,E_BIKE,ACTIVE,7.0,FLEX,2025-11-01,2026-03-28T15:56:00
QBD00214,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,INACTIVE,11.9,FLEX,2025-02-24,2026-03-09T01:11:00
QBD00215,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,7.6,EVENING,2024-07-08,2026-03-23T18:39:00
QBD00216,Bengaluru,BLR_KORAMANGALA,SOUTH,SCOOTER,ACTIVE,9.1,EVENING,2021-09-13,2026-03-10T00:25:00
QBD00217,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,7.4,FLEX,2023-11-06,2026-03-11T03:02:00
QBD00218,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,12.4,MORNING,2024-07-17,2026-03-28T04:12:00
QBD00219,Pune,PUN_BANER,NORTH,E_BIKE,ACTIVE,5.6,EVENING,2022-05-12,2026-03-07T12:26:00
QBD00220,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,8.9,EVENING,2023-05-03,2026-03-29T12:26:00
QBD00221,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,11.9,EVENING,2023-07-08,2026-03-18T22:14:00
QBD00222,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,7.9,FLEX,2021-12-28,2026-03-07T07:12:00
QBD00223,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,ACTIVE,9.3,MORNING,2024-07-24,2026-03-09T02:16:00
QBD00224,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,ACTIVE,7.3,FLEX,2025-07-02,2026-03-27T00:04:00
QBD00225,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,5.3,EVENING,2024-06-20,2026-03-24T10:41:00
QBD00226,Hyderabad,HYD_KUKATPALLY,NORTH,SCOOTER,ACTIVE,5.2,FLEX,2022-02-11,2026-03-13T18:43:00
QBD00227,Hyderabad,HYD_KUKATPALLY,NORTH,E_BIKE,ACTIVE,7.8,EVENING,2022-01-13,2026-03-18T14:03:00
QBD00228,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,5.6,EVENING,2024-07-24,2026-03-27T05:14:00
QBD00229,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,5.5,MORNING,2024-04-20,2026-03-29T00:36:00
QBD00230,Pune,PUN_VIMAN_NAGAR,EAST,E_BIKE,ACTIVE,10.9,FLEX,2023-11-06,2026-03-21T06:40:00
QBD00231,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,4.5,FLEX,2024-09-20,2026-03-25T21:16:00
QBD00232,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,11.0,MORNING,2021-06-30,2026-03-18T04:36:00
QBD00233,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,10.7,FLEX,2025-06-06,2026-03-06T04:09:00
QBD00234,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,9.1,EVENING,2025-03-26,2026-03-12T17:04:00
QBD00235,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,INACTIVE,8.8,MORNING,2023-05-01,2026-03-14T06:17:00
QBD00236,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,5.1,MORNING,2025-01-31,2026-03-27T19:25:00
QBD00237,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,10.6,FLEX,2023-03-27,2026-03-26T12:59:00
QBD00238,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,6.0,MORNING,2025-01-03,2026-03-10T09:35:00
QBD00239,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,6.7,MORNING,2024-07-29,2026-03-15T21:00:00
QBD00240,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,6.3,EVENING,2024-05-30,2026-03-03T06:08:00
QBD00241,Hyderabad,HYD_KUKATPALLY,NORTH,SCOOTER,INACTIVE,12.5,MORNING,2020-12-19,2026-03-16T20:40:00
QBD00242,Pune,PUN_BANER,NORTH,SCOOTER,ACTIVE,5.6,MORNING,2022-10-05,2026-03-04T10:09:00
QBD00243,Hyderabad,HYD_GACHIBOWLI,WEST,BICYCLE,TEMPORARILY_PAUSED,10.0,FLEX,2023-11-06,2026-03-08T08:32:00
QBD00244,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,4.0,MORNING,2022-04-02,2026-03-29T09:42:00
QBD00245,Hyderabad,HYD_HITECH_CITY,WEST,E_BIKE,ACTIVE,4.5,FLEX,2025-08-13,2026-03-28T15:15:00
QBD00246,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,8.5,MORNING,2024-07-25,2026-03-14T17:25:00
QBD00247,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,12.6,EVENING,2024-09-27,2026-03-21T18:59:00
QBD00248,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,11.8,FLEX,2020-08-29,2026-03-02T06:00:00
QBD00249,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,10.8,MORNING,2021-12-10,2026-03-07T17:19:00
QBD00250,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,4.2,FLEX,2024-10-11,2026-03-25T17:14:00
QBD00251,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,9.5,EVENING,2022-07-21,2026-03-17T00:11:00
QBD00252,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,INACTIVE,8.3,EVENING,2020-10-29,2026-03-06T18:12:00
QBD00253,Bengaluru,BLR_INDIRANAGAR,EAST,E_BIKE,ACTIVE,5.4,EVENING,2025-04-26,2026-03-13T16:21:00
QBD00254,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,11.6,MORNING,2020-12-24,2026-03-31T21:06:00
QBD00255,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,BICYCLE,ACTIVE,10.2,FLEX,2021-07-05,2026-03-11T17:14:00
QBD00256,Hyderabad,HYD_KUKATPALLY,NORTH,BICYCLE,ACTIVE,7.5,MORNING,2021-06-08,2026-03-08T19:16:00
QBD00257,Bengaluru,BLR_INDIRANAGAR,EAST,BICYCLE,ACTIVE,9.2,FLEX,2020-01-08,2026-03-05T03:21:00
QBD00258,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,7.2,FLEX,2025-10-04,2026-03-15T18:57:00
QBD00259,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,TEMPORARILY_PAUSED,7.6,FLEX,2025-08-03,2026-03-27T17:20:00
QBD00260,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,8.3,FLEX,2025-03-12,2026-03-29T17:17:00
QBD00261,Pune,PUN_VIMAN_NAGAR,EAST,BICYCLE,ACTIVE,12.2,EVENING,2021-10-31,2026-03-29T12:23:00
QBD00262,Bengaluru,BLR_INDIRANAGAR,EAST,E_BIKE,ACTIVE,6.0,MORNING,2020-10-01,2026-03-07T20:34:00
QBD00263,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,4.1,MORNING,2021-06-02,2026-03-29T18:50:00
QBD00264,Bengaluru,BLR_JAYANAGAR,SOUTH,BICYCLE,ACTIVE,7.6,MORNING,2023-12-03,2026-03-10T05:36:00
QBD00265,Bengaluru,BLR_JAYANAGAR,SOUTH,E_BIKE,ACTIVE,7.3,EVENING,2020-06-15,2026-03-14T23:30:00
QBD00266,Pune,PUN_KOTHRUD,WEST,E_BIKE,ACTIVE,10.4,FLEX,2024-05-04,2026-03-23T05:20:00
QBD00267,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,12.2,EVENING,2022-09-13,2026-03-30T10:14:00
QBD00268,Pune,PUN_VIMAN_NAGAR,EAST,BICYCLE,ACTIVE,8.7,FLEX,2022-09-06,2026-03-09T17:46:00
QBD00269,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,9.4,EVENING,2022-04-11,2026-03-13T18:26:00
QBD00270,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,6.0,EVENING,2020-04-02,2026-03-08T13:47:00
QBD00271,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,10.5,FLEX,2024-05-26,2026-03-22T08:19:00
QBD00272,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,10.5,EVENING,2023-03-26,2026-03-05T19:07:00
QBD00273,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,8.7,FLEX,2022-12-16,2026-03-02T18:21:00
QBD00274,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,5.0,EVENING,2024-04-26,2026-03-07T12:54:00
QBD00275,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,4.2,FLEX,2021-07-26,2026-03-05T20:00:00
QBD00276,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,12.3,FLEX,2020-02-17,2026-03-18T10:17:00
QBD00277,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,9.0,MORNING,2021-10-12,2026-03-19T12:18:00
QBD00278,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,7.1,MORNING,2025-09-07,2026-03-12T09:11:00
QBD00279,Bengaluru,BLR_WHITEFIELD,EAST,BICYCLE,ACTIVE,4.7,MORNING,2024-11-23,2026-03-09T08:33:00
QBD00280,Pune,PUN_VIMAN_NAGAR,EAST,E_BIKE,ACTIVE,12.6,FLEX,2022-05-11,2026-03-09T00:14:00
QBD00281,Hyderabad,HYD_KUKATPALLY,NORTH,SCOOTER,ACTIVE,5.9,MORNING,2025-10-11,2026-03-07T20:37:00
QBD00282,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,6.3,EVENING,2022-09-26,2026-03-02T00:37:00
QBD00283,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,11.4,EVENING,2020-09-15,2026-03-06T21:56:00
QBD00284,Bengaluru,BLR_KORAMANGALA,SOUTH,E_BIKE,ACTIVE,9.5,EVENING,2020-03-24,2026-03-12T23:47:00
QBD00285,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,E_BIKE,ACTIVE,11.7,EVENING,2022-01-05,2026-03-03T00:34:00
QBD00286,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,E_BIKE,ACTIVE,12.9,FLEX,2020-05-27,2026-03-07T19:43:00
QBD00287,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,9.3,FLEX,2024-12-31,2026-03-08T14:39:00
QBD00288,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,5.6,FLEX,2025-07-18,2026-03-18T13:39:00
QBD00289,Bengaluru,BLR_KORAMANGALA,SOUTH,BICYCLE,ACTIVE,9.2,EVENING,2022-12-26,2026-03-26T05:00:00
QBD00290,Pune,PUN_BANER,NORTH,SCOOTER,ACTIVE,7.6,EVENING,2024-01-13,2026-03-16T11:15:00
QBD00291,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,ACTIVE,7.1,EVENING,2022-12-01,2026-03-30T23:13:00
QBD00292,Hyderabad,HYD_KUKATPALLY,NORTH,E_BIKE,ACTIVE,9.2,EVENING,2022-08-03,2026-03-13T00:16:00
QBD00293,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,ACTIVE,11.2,EVENING,2022-07-03,2026-03-10T08:15:00
QBD00294,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,TEMPORARILY_PAUSED,9.9,EVENING,2022-06-18,2026-03-10T16:34:00
QBD00295,Pune,PUN_BANER,NORTH,SCOOTER,ACTIVE,9.3,FLEX,2020-02-11,2026-03-19T04:43:00
QBD00296,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,10.1,FLEX,2022-07-06,2026-03-11T20:23:00
QBD00297,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,ACTIVE,5.6,FLEX,2022-09-16,2026-03-20T10:53:00
QBD00298,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,TEMPORARILY_PAUSED,11.8,EVENING,2024-07-07,2026-03-20T23:49:00
QBD00299,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,12.2,MORNING,2024-06-06,2026-03-16T01:22:00
QBD00300,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,8.4,MORNING,2020-01-02,2026-03-10T19:24:00
QBD00301,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,12.9,EVENING,2020-02-08,2026-03-16T15:55:00
QBD00302,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,9.9,FLEX,2023-09-10,2026-03-29T05:00:00
QBD00303,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,8.3,EVENING,2023-02-22,2026-03-13T23:54:00
QBD00304,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,11.3,FLEX,2024-02-04,2026-03-20T08:42:00
QBD00305,Pune,PUN_BANER,NORTH,SCOOTER,ACTIVE,12.6,FLEX,2021-01-19,2026-03-27T20:26:00
QBD00306,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,4.6,EVENING,2020-05-21,2026-03-05T02:36:00
QBD00307,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,TEMPORARILY_PAUSED,9.8,EVENING,2020-06-30,2026-03-24T00:15:00
QBD00308,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,6.1,EVENING,2020-11-01,2026-03-31T15:52:00
QBD00309,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,5.3,EVENING,2021-08-09,2026-03-12T07:16:00
QBD00310,Bengaluru,BLR_WHITEFIELD,EAST,BICYCLE,ACTIVE,8.5,EVENING,2022-09-20,2026-03-13T05:27:00
QBD00311,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,8.5,EVENING,2024-09-04,2026-03-03T16:20:00
QBD00312,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,8.6,EVENING,2024-10-26,2026-03-25T19:35:00
QBD00313,Bengaluru,BLR_KORAMANGALA,SOUTH,E_BIKE,ACTIVE,9.6,MORNING,2023-12-16,2026-03-19T04:57:00
QBD00314,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,9.6,EVENING,2023-07-17,2026-03-19T07:16:00
QBD00315,Bengaluru,BLR_KORAMANGALA,SOUTH,SCOOTER,ACTIVE,12.5,FLEX,2023-02-15,2026-03-07T14:15:00
QBD00316,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,INACTIVE,9.1,FLEX,2020-10-14,2026-03-03T07:46:00
QBD00317,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,9.3,FLEX,2020-03-22,2026-03-31T00:50:00
QBD00318,Pune,PUN_HINJAWADI,WEST,E_BIKE,ACTIVE,8.1,FLEX,2024-12-10,2026-03-26T08:55:00
QBD00319,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,12.3,MORNING,2023-10-01,2026-03-18T18:18:00
QBD00320,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,INACTIVE,11.9,FLEX,2024-01-06,2026-03-29T03:45:00
QBD00321,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,8.4,MORNING,2021-12-18,2026-03-13T04:58:00
QBD00322,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,10.8,EVENING,2024-02-01,2026-03-03T03:44:00
QBD00323,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,7.2,MORNING,2022-03-26,2026-03-12T14:35:00
QBD00324,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,9.2,FLEX,2021-08-24,2026-03-07T02:03:00
QBD00325,Pune,PUN_VIMAN_NAGAR,EAST,E_BIKE,ACTIVE,9.6,FLEX,2024-06-09,2026-03-16T13:34:00
QBD00326,Hyderabad,HYD_KUKATPALLY,NORTH,BICYCLE,ACTIVE,6.0,EVENING,2022-12-02,2026-03-12T22:39:00
QBD00327,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,12.1,MORNING,2020-04-03,2026-03-16T17:32:00
QBD00328,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,5.4,EVENING,2025-02-18,2026-03-31T03:38:00
QBD00329,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,ACTIVE,7.5,MORNING,2025-12-12,2026-03-25T06:05:00
QBD00330,Hyderabad,HYD_KUKATPALLY,NORTH,SCOOTER,ACTIVE,8.7,EVENING,2023-05-18,2026-03-30T21:52:00
QBD00331,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,10.6,EVENING,2021-03-03,2026-03-16T07:11:00
QBD00332,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,10.9,MORNING,2020-12-10,2026-03-31T06:41:00
QBD00333,Bengaluru,BLR_WHITEFIELD,EAST,BICYCLE,INACTIVE,9.4,EVENING,2021-07-17,2026-03-18T20:46:00
QBD00334,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,4.0,MORNING,2022-04-08,2026-03-29T05:54:00
QBD00335,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,11.9,MORNING,2025-01-02,2026-03-08T13:13:00
QBD00336,Bengaluru,BLR_KORAMANGALA,SOUTH,SCOOTER,ACTIVE,4.2,EVENING,2023-12-03,2026-03-17T08:02:00
QBD00337,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,TEMPORARILY_PAUSED,5.8,EVENING,2020-03-19,2026-03-23T18:31:00
QBD00338,Hyderabad,HYD_GACHIBOWLI,WEST,BICYCLE,ACTIVE,7.5,FLEX,2020-05-17,2026-03-18T07:50:00
QBD00339,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,7.2,FLEX,2020-09-10,2026-03-08T18:11:00
QBD00340,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,12.3,EVENING,2025-07-29,2026-03-25T02:48:00
QBD00341,Hyderabad,HYD_HITECH_CITY,WEST,BICYCLE,ACTIVE,6.7,EVENING,2024-10-05,2026-03-17T22:22:00
QBD00342,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,5.8,EVENING,2023-01-29,2026-03-11T15:36:00
QBD00343,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,11.0,FLEX,2021-01-18,2026-03-09T13:08:00
QBD00344,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,6.0,MORNING,2023-05-15,2026-03-13T17:51:00
QBD00345,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,4.6,MORNING,2024-02-23,2026-03-09T03:54:00
QBD00346,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,7.7,FLEX,2021-07-03,2026-03-13T09:49:00
QBD00347,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,8.5,FLEX,2025-05-07,2026-03-25T18:02:00
QBD00348,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,7.3,FLEX,2025-09-16,2026-03-22T02:14:00
QBD00349,Bengaluru,BLR_KORAMANGALA,SOUTH,E_BIKE,INACTIVE,11.7,EVENING,2021-07-18,2026-03-11T02:08:00
QBD00350,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,4.7,MORNING,2022-01-05,2026-03-04T02:42:00
QBD00351,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,11.1,EVENING,2022-01-26,2026-03-28T03:40:00
QBD00352,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,11.5,MORNING,2021-11-15,2026-03-02T21:16:00
QBD00353,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,6.2,EVENING,2022-07-19,2026-03-25T06:36:00
QBD00354,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,12.2,FLEX,2022-12-09,2026-03-19T15:37:00
QBD00355,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,12.8,FLEX,2021-02-19,2026-03-09T13:42:00
QBD00356,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,7.2,EVENING,2022-02-11,2026-03-02T11:45:00
QBD00357,Hyderabad,HYD_KUKATPALLY,NORTH,BICYCLE,ACTIVE,7.9,EVENING,2022-11-20,2026-03-06T00:38:00
QBD00358,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,11.1,FLEX,2025-03-13,2026-03-02T02:44:00
QBD00359,Pune,PUN_HINJAWADI,WEST,SCOOTER,TEMPORARILY_PAUSED,7.2,EVENING,2022-06-21,2026-03-21T06:23:00
QBD00360,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,7.9,MORNING,2025-07-14,2026-03-28T11:35:00
QBD00361,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,11.9,MORNING,2020-07-16,2026-03-06T20:39:00
QBD00362,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,8.9,FLEX,2025-07-02,2026-03-04T04:28:00
QBD00363,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,5.6,FLEX,2024-08-02,2026-03-07T20:12:00
QBD00364,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,E_BIKE,INACTIVE,7.4,FLEX,2022-04-29,2026-03-14T10:14:00
QBD00365,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,ACTIVE,11.8,FLEX,2022-05-09,2026-03-27T13:54:00
QBD00366,Pune,PUN_KOTHRUD,WEST,SCOOTER,ACTIVE,11.7,MORNING,2024-10-20,2026-03-09T07:59:00
QBD00367,Pune,PUN_BANER,NORTH,SCOOTER,TEMPORARILY_PAUSED,12.7,FLEX,2023-12-28,2026-03-25T03:50:00
QBD00368,Bengaluru,BLR_WHITEFIELD,EAST,BICYCLE,ACTIVE,7.0,FLEX,2025-05-06,2026-03-23T02:19:00
QBD00369,Bengaluru,BLR_WHITEFIELD,EAST,BICYCLE,ACTIVE,5.1,FLEX,2022-07-07,2026-03-15T03:16:00
QBD00370,Bengaluru,BLR_INDIRANAGAR,EAST,E_BIKE,ACTIVE,11.2,FLEX,2021-09-26,2026-03-14T01:04:00
QBD00371,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,6.2,EVENING,2023-03-21,2026-03-09T00:23:00
QBD00372,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,9.4,MORNING,2020-06-27,2026-03-09T21:59:00
QBD00373,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,4.7,MORNING,2025-03-28,2026-03-04T04:31:00
QBD00374,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,10.7,MORNING,2023-05-18,2026-03-10T16:07:00
